id,creation_date_time,resolution_date_time,res_time,priority,urgency,assigned_organization,inc_type
4161,19/04/2021 02:28:00+05,19/04/2021 02:28:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4162,19/04/2021 02:47:00+05,23/04/2021 00:00:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,ACCESS FAILURE
4163,19/04/2021 03:06:00+05,19/04/2021 03:06:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4164,19/04/2021 03:14:00+05,20/04/2021 18:41:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
4165,19/04/2021 05:44:00+05,,,Media,3-Medio,Unidad Seguridad Informática,SOFTWARE FAILURE
4166,19/04/2021 04:15:00+05,21/04/2021 09:52:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
4167,19/04/2021 04:21:00+05,20/04/2021 02:04:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
4168,19/04/2021 05:59:00+05,19/04/2021 07:31:00+05,,Baja,4-Baja,Mantenimiento Dir. Técnica,ACCESS FAILURE
4169,19/04/2021 05:57:00+05,19/04/2021 05:57:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4170,19/04/2021 06:27:00+05,23/04/2021 09:43:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,ACCESS FAILURE
4171,19/04/2021 06:06:00+05,19/04/2021 06:06:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4172,19/04/2021 06:09:00+05,19/04/2021 06:09:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4173,19/04/2021 06:11:00+05,19/04/2021 06:11:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4174,19/04/2021 06:16:00+05,19/04/2021 06:16:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4175,19/04/2021 06:19:00+05,19/04/2021 06:19:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4176,19/04/2021 07:06:00+05,19/04/2021 09:52:00+05,,Baja,4-Baja,Mantenimiento Operaciones,SOFTWARE FAILURE
4177,19/04/2021 07:14:00+05,19/04/2021 07:14:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4178,19/04/2021 07:20:00+05,22/04/2021 19:18:00+05,,Media,3-Medio,Mantenimiento Aeropuertos,SOFTWARE FAILURE
4179,19/04/2021 07:18:00+05,,,Media,2-Alta,Unidad de Operaciones Ordenadores,SOFTWARE FAILURE
4180,19/04/2021 08:01:00+05,19/04/2021 08:01:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4181,19/04/2021 07:45:00+05,19/04/2021 07:45:00+05,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
4182,19/04/2021 07:47:00+05,19/04/2021 07:47:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4183,19/04/2021 07:30:00+05,19/04/2021 07:42:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4184,19/04/2021 07:54:00+05,19/04/2021 07:53:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4185,19/04/2021 07:43:00+05,19/04/2021 07:58:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4186,19/04/2021 08:04:00+05,19/04/2021 09:47:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
4187,19/04/2021 08:00:00+05,19/04/2021 08:00:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4188,19/04/2021 08:02:00+05,19/04/2021 08:02:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4189,19/04/2021 08:24:00+05,19/04/2021 15:27:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
4190,19/04/2021 08:35:00+05,19/04/2021 08:35:00+05,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
4191,19/04/2021 08:39:00+05,19/04/2021 08:39:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4192,19/04/2021 08:44:00+05,19/04/2021 08:44:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4193,19/04/2021 08:59:00+05,19/04/2021 08:59:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4194,19/04/2021 08:59:00+05,19/04/2021 08:59:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4195,19/04/2021 08:46:00+05,19/04/2021 08:46:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4196,19/04/2021 08:56:00+05,19/04/2021 08:56:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4197,19/04/2021 08:46:00+05,19/04/2021 08:46:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4198,19/04/2021 08:51:00+05,22/04/2021 13:25:00+05,,Baja,4-Baja,Mantenimiento Cargo,SOFTWARE FAILURE
4199,19/04/2021 08:50:00+05,19/04/2021 08:50:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4200,19/04/2021 08:54:00+05,19/04/2021 08:54:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4201,19/04/2021 09:07:00+05,19/04/2021 09:07:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4202,19/04/2021 09:00:00+05,23/04/2021 16:21:00+05,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
4203,19/04/2021 09:07:00+05,19/04/2021 09:07:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4204,19/04/2021 09:01:00+05,19/04/2021 09:01:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4205,19/04/2021 09:14:00+05,19/04/2021 09:14:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4206,19/04/2021 09:03:00+05,19/04/2021 09:02:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4207,19/04/2021 09:11:00+05,19/04/2021 09:11:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4208,19/04/2021 04:09:00+05,,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
4209,19/04/2021 03:55:00+05,19/04/2021 06:39:00+05,,Media,3-Medio,MANTENIMIENTO IB.COM,PERFORMANCE ISSUE
4210,19/04/2021 04:13:00+05,19/04/2021 10:22:00+05,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,PERFORMANCE ISSUE
4211,19/04/2021 04:14:00+05,19/04/2021 04:16:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
4212,19/04/2021 05:26:00+05,20/04/2021 15:56:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
4213,19/04/2021 06:00:00+05,19/04/2021 06:00:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4214,19/04/2021 06:08:00+05,19/04/2021 06:08:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4215,19/04/2021 06:50:00+05,19/04/2021 16:19:00+05,,Baja,4-Baja,Mantenimiento Herramientas IT & DBAs,ACCESS FAILURE
4216,19/04/2021 06:49:00+05,19/04/2021 14:32:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
4217,19/04/2021 06:59:00+05,19/04/2021 12:30:00+05,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,PERFORMANCE ISSUE
4218,19/04/2021 06:58:00+05,19/04/2021 06:58:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4219,19/04/2021 07:41:00+05,19/04/2021 07:41:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4220,19/04/2021 07:04:00+05,19/04/2021 11:30:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
4221,19/04/2021 07:23:00+05,19/04/2021 07:23:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4222,19/04/2021 08:32:00+05,19/04/2021 08:32:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4223,19/04/2021 08:40:00+05,19/04/2021 08:40:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4224,19/04/2021 08:04:00+05,22/04/2021 17:01:00+05,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
4225,19/04/2021 08:24:00+05,19/04/2021 09:27:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,PERFORMANCE ISSUE
4226,19/04/2021 08:40:00+05,19/04/2021 08:40:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4227,19/04/2021 08:21:00+05,19/04/2021 08:21:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4228,19/04/2021 08:53:00+05,19/04/2021 08:53:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4229,19/04/2021 08:26:00+05,19/04/2021 08:25:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4230,19/04/2021 08:26:00+05,,,Baja,4-Baja,Mantenimiento BI,ACCESS FAILURE
4231,19/04/2021 08:26:00+05,21/04/2021 09:17:00+05,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE
4232,19/04/2021 08:47:00+05,19/04/2021 11:39:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,PRINTING FAILURE
4233,19/04/2021 08:29:00+05,19/04/2021 08:44:00+05,,Alta,2-Alta,Mantenimiento Cargo,SOFTWARE FAILURE
4234,19/04/2021 08:33:00+05,19/04/2021 08:33:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4235,19/04/2021 08:31:00+05,19/04/2021 08:31:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4236,19/04/2021 08:45:00+05,19/04/2021 11:20:00+05,,Baja,4-Baja,Mantenimiento Operaciones,SOFTWARE FAILURE
4237,19/04/2021 08:41:00+05,19/04/2021 08:41:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4238,19/04/2021 08:34:00+05,19/04/2021 08:34:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4239,19/04/2021 08:41:00+05,26/04/2021 11:17:00+05,,Baja,4-Baja,Mantenimiento Pasaje,SOFTWARE FAILURE
4240,19/04/2021 08:49:00+05,19/04/2021 08:49:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4241,19/04/2021 09:00:00+05,19/04/2021 09:00:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4242,19/04/2021 08:48:00+05,19/04/2021 08:48:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4243,19/04/2021 08:53:00+05,19/04/2021 08:53:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4244,19/04/2021 08:54:00+05,19/04/2021 08:54:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4245,19/04/2021 09:14:00+05,19/04/2021 09:14:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4246,19/04/2021 08:57:00+05,19/04/2021 08:57:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4247,19/04/2021 09:01:00+05,19/04/2021 09:01:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4248,19/04/2021 09:08:00+05,19/04/2021 09:08:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4249,19/04/2021 08:59:00+05,19/04/2021 08:59:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4250,19/04/2021 09:08:00+05,19/04/2021 09:08:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4251,19/04/2021 09:08:00+05,19/04/2021 09:08:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4252,19/04/2021 09:02:00+05,19/04/2021 09:02:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4253,19/04/2021 09:06:00+05,19/04/2021 09:06:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4254,19/04/2021 09:06:00+05,19/04/2021 13:04:00+05,,Baja,4-Baja,Mantenimiento Pasaje,DEFAULT
4255,19/04/2021 09:11:00+05,19/04/2021 09:11:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4256,19/04/2021 09:37:00+05,22/04/2021 13:57:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,PERFORMANCE ISSUE
4257,19/04/2021 09:12:00+05,19/04/2021 09:12:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4258,19/04/2021 09:28:00+05,19/04/2021 09:28:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4259,19/04/2021 09:15:00+05,19/04/2021 09:15:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4260,19/04/2021 09:32:00+05,19/04/2021 09:32:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4261,19/04/2021 09:22:00+05,19/04/2021 14:31:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
4262,19/04/2021 09:23:00+05,20/04/2021 18:22:00+05,,Baja,4-Baja,Mantenimiento Aeropuertos,ACCESS FAILURE
4263,19/04/2021 09:29:00+05,19/04/2021 09:29:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4264,19/04/2021 09:31:00+05,19/04/2021 09:31:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4265,19/04/2021 09:31:00+05,19/04/2021 09:31:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4266,19/04/2021 09:46:00+05,19/04/2021 09:46:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4267,19/04/2021 09:39:00+05,20/04/2021 09:09:00+05,,Baja,4-Baja,Mantenimiento BI,SOFTWARE FAILURE
4268,19/04/2021 09:34:00+05,22/04/2021 08:28:00+05,,Baja,4-Baja,Mantenimiento BI,SOFTWARE FAILURE
4269,19/04/2021 09:35:00+05,19/04/2021 09:35:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4270,19/04/2021 09:36:00+05,19/04/2021 09:36:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4271,19/04/2021 09:38:00+05,19/04/2021 09:38:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4272,19/04/2021 09:40:00+05,19/04/2021 09:40:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4273,19/04/2021 09:40:00+05,27/04/2021 13:41:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,ACCESS FAILURE
4274,19/04/2021 09:45:00+05,22/04/2021 13:37:00+05,,Baja,4-Baja,Unidad de Operaciones Ordenadores,DEFAULT
4275,19/04/2021 09:44:00+05,19/04/2021 09:44:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4276,19/04/2021 09:44:00+05,19/04/2021 09:44:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4277,19/04/2021 09:45:00+05,19/04/2021 12:02:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
4278,19/04/2021 10:19:00+05,19/04/2021 10:19:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4279,19/04/2021 09:09:00+05,19/04/2021 09:09:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4280,19/04/2021 09:15:00+05,19/04/2021 09:15:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4281,19/04/2021 09:18:00+05,19/04/2021 10:58:00+05,,Baja,4-Baja,Mantenimiento Aeropuertos,ACCESS FAILURE
4282,19/04/2021 09:16:00+05,19/04/2021 09:16:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4283,19/04/2021 09:19:00+05,19/04/2021 09:19:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4284,19/04/2021 09:19:00+05,19/04/2021 09:19:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4285,19/04/2021 09:17:00+05,19/04/2021 09:17:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4286,19/04/2021 09:26:00+05,,,Baja,4-Baja,Unidad de Operaciones Ordenadores,ACCESS FAILURE
4287,19/04/2021 09:22:00+05,19/04/2021 09:22:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4288,19/04/2021 09:25:00+05,19/04/2021 09:25:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4289,19/04/2021 09:27:00+05,19/04/2021 09:27:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4290,19/04/2021 09:55:00+05,19/04/2021 09:55:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4291,19/04/2021 09:45:00+05,20/04/2021 12:47:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
4292,19/04/2021 09:41:00+05,19/04/2021 10:20:00+05,,Media,2-Alta,Mantenimiento Operaciones,SOFTWARE FAILURE
4293,19/04/2021 09:39:00+05,19/04/2021 09:42:00+05,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE
4294,19/04/2021 10:00:00+05,22/04/2021 08:12:00+05,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
4295,19/04/2021 09:40:00+05,19/04/2021 09:40:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4296,19/04/2021 09:42:00+05,19/04/2021 09:42:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4297,19/04/2021 09:46:00+05,23/04/2021 15:16:00+05,,Media,2-Alta,Mantenimiento Herramientas IT & DBAs,DATA ISSUE
4298,19/04/2021 09:47:00+05,19/04/2021 09:47:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4299,19/04/2021 09:46:00+05,19/04/2021 09:46:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4300,19/04/2021 09:54:00+05,19/04/2021 09:54:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4301,19/04/2021 09:48:00+05,20/04/2021 13:18:00+05,,Baja,4-Baja,Mantenimiento Pasaje,ACCESS FAILURE
4302,19/04/2021 09:48:00+05,19/04/2021 09:48:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4303,19/04/2021 09:54:00+05,19/04/2021 09:54:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4304,19/04/2021 10:26:00+05,,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
4305,19/04/2021 10:20:00+05,19/04/2021 10:20:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4306,19/04/2021 10:13:00+05,21/04/2021 14:19:00+05,,Baja,4-Baja,Unidad Control del Servicio,SOFTWARE FAILURE
4307,19/04/2021 10:39:00+05,19/04/2021 10:39:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4308,19/04/2021 10:02:00+05,19/04/2021 10:02:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4309,19/04/2021 10:04:00+05,19/04/2021 10:04:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4310,19/04/2021 10:07:00+05,20/04/2021 21:56:00+05,,Media,3-Medio,Unidad Seguridad Informática,SOFTWARE FAILURE
4311,19/04/2021 10:15:00+05,19/04/2021 13:06:00+05,,Media,3-Medio,Mantenimiento Pasaje,DEFAULT
4312,19/04/2021 10:19:00+05,,,Baja,4-Baja,Unidad de Operaciones Ordenadores,ACCESS FAILURE
4313,19/04/2021 10:21:00+05,19/04/2021 13:47:00+05,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
4314,19/04/2021 10:25:00+05,19/04/2021 10:25:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4315,19/04/2021 10:23:00+05,19/04/2021 10:23:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4316,19/04/2021 10:35:00+05,19/04/2021 10:35:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4317,19/04/2021 10:29:00+05,19/04/2021 10:29:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4318,19/04/2021 10:31:00+05,19/04/2021 10:31:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4319,19/04/2021 10:35:00+05,19/04/2021 10:35:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4320,19/04/2021 10:49:00+05,28/04/2021 07:42:00+05,,Media,2-Alta,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
4321,19/04/2021 10:41:00+05,24/04/2021 05:28:00+05,,Baja,4-Baja,Mantenimiento Aeropuertos,DATA ISSUE
4322,19/04/2021 10:40:00+05,19/04/2021 10:40:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4323,19/04/2021 10:43:00+05,28/04/2021 10:57:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,ACCESS FAILURE
4324,19/04/2021 10:43:00+05,19/04/2021 10:43:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4325,19/04/2021 10:44:00+05,19/04/2021 17:24:00+05,,Baja,4-Baja,Mantenimiento Pasaje,DEFAULT
4326,19/04/2021 11:00:00+05,19/04/2021 11:00:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4327,19/04/2021 10:50:00+05,19/04/2021 10:50:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4328,19/04/2021 11:00:00+05,20/04/2021 11:28:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,ACCESS FAILURE
4329,19/04/2021 11:07:00+05,19/04/2021 11:07:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4330,19/04/2021 11:07:00+05,19/04/2021 11:07:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4331,19/04/2021 11:08:00+05,19/04/2021 11:08:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4332,19/04/2021 11:04:00+05,19/04/2021 11:04:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4333,19/04/2021 11:41:00+05,20/04/2021 13:56:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
4334,19/04/2021 11:31:00+05,19/04/2021 11:31:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4335,19/04/2021 11:43:00+05,19/04/2021 14:36:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,COMMUNICATIONS FAILURE
4336,19/04/2021 11:26:00+05,19/04/2021 11:26:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4337,19/04/2021 11:34:00+05,20/04/2021 10:53:00+05,,Media,2-Alta,Unidad de Instalaciones y Telecomunicaciones,ACCESS FAILURE
4338,19/04/2021 11:32:00+05,21/04/2021 15:25:00+05,,Media,2-Alta,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
4339,19/04/2021 11:34:00+05,19/04/2021 11:34:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4340,19/04/2021 11:40:00+05,23/04/2021 07:28:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,HARDWARE FAILURE
4341,19/04/2021 13:25:00+05,20/04/2021 10:18:00+05,,Media,2-Alta,Mantenimiento Financiero,PROCESS FAILURE
4342,19/04/2021 11:47:00+05,19/04/2021 11:47:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4343,19/04/2021 12:01:00+05,19/04/2021 13:35:00+05,,Media,2-Alta,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
4344,19/04/2021 11:53:00+05,19/04/2021 11:53:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4345,19/04/2021 11:55:00+05,19/04/2021 12:25:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
4346,19/04/2021 11:54:00+05,19/04/2021 11:59:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
4347,19/04/2021 11:56:00+05,19/04/2021 11:58:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
4348,19/04/2021 11:56:00+05,19/04/2021 11:56:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4349,19/04/2021 12:13:00+05,19/04/2021 12:13:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4350,19/04/2021 12:09:00+05,19/04/2021 12:17:00+05,,Baja,4-Baja,Unidad de Operaciones Ordenadores,ACCESS FAILURE
4351,19/04/2021 12:18:00+05,19/04/2021 12:18:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4352,19/04/2021 12:13:00+05,19/04/2021 15:14:00+05,,Baja,4-Baja,Mantenimiento Pasaje,COMMUNICATIONS FAILURE
4353,19/04/2021 12:17:00+05,19/04/2021 15:14:00+05,,Baja,4-Baja,Mantenimiento Pasaje,COMMUNICATIONS FAILURE
4354,19/04/2021 12:39:00+05,19/04/2021 12:39:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4355,19/04/2021 12:45:00+05,19/04/2021 12:45:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4356,19/04/2021 10:11:00+05,19/04/2021 10:11:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4357,19/04/2021 09:51:00+05,19/04/2021 09:51:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4358,19/04/2021 10:35:00+05,28/04/2021 07:56:00+05,,Baja,4-Baja,Mantenimiento COBOL,ACCESS FAILURE
4359,19/04/2021 09:51:00+05,19/04/2021 09:51:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4360,19/04/2021 10:06:00+05,19/04/2021 10:06:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4361,19/04/2021 09:56:00+05,19/04/2021 09:56:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4362,19/04/2021 10:00:00+05,19/04/2021 10:00:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4363,19/04/2021 11:13:00+05,19/04/2021 11:13:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
